date,region,category,channel,units_sold,unit_price,revenue
2025-09-07,North,Electronics,Online,1,254.42,254.42
2025-06-01,West,Electronics,Online,7,293.4,2053.8
2025-02-22,West,Home & Kitchen,Online,7,74.14,518.98
2025-04-14,North,Sports,Online,4,67.69,270.76
2025-04-20,East,Sports,Online,1,55.28,55.28
2025-05-17,East,Home & Kitchen,Online,7,96.05,672.35
2025-07-19,West,Electronics,Online,7,,1536.85
2025-09-11,North,Home & Kitchen,Online,6,77.16,462.96
2025-05-06,East,Clothing,Online,7,38.66,270.62
2025-09-16,East,Sports,Online,7,55.01,385.07
2025-12-16,South,Electronics,Online,7,263.34,2580.73
2025-12-11,South,Home & Kitchen,In-Store,2,77.77,217.76
2025-02-17,North,Home & Kitchen,In-Store,6,84.88,509.28
2025-10-28,East,Beauty,Online,7,30.0,210.0
2025-09-26,South,Electronics,In-Store,5,296.92,1484.6
2025-11-10,West,Sports,In-Store,7,59.5,583.1
2025-07-04,East,Beauty,Online,6,34.21,205.26
2025-10-31,West,Electronics,In-Store,6,251.08,1506.48
2025-07-10,South,Electronics,In-Store,5,216.96,1084.8
2025-04-15,West,Home & Kitchen,Online,4,93.37,373.48
2025-09-21,West,Electronics,Online,4,,879.0
2025-09-23,North,Sports,Online,1,59.2,59.2
2025-08-22,South,Electronics,In-Store,4,258.26,1033.04
2025-01-09,South,Beauty,In-Store,5,35.52,177.6
2025-01-16,South,Home & Kitchen,Online,1,74.62,74.62
2025-08-18,East,Sports,In-Store,3,52.87,158.61
2025-12-04,North,Home & Kitchen,In-Store,4,87.65,490.84
2025-10-31,East,Electronics,Online,6,231.13,1386.78
2025-01-16,North,Clothing,Online,7,44.52,311.64
2025-01-06,West,Home & Kitchen,Online,7,74.71,522.97
2025-04-17,East,Clothing,Online,3,51.5,154.5
2025-08-28,South,Beauty,Online,6,27.65,165.9
2025-03-19,South,Electronics,Online,4,266.95,1067.8
2025-03-18,West,Electronics,In-Store,1,234.37,234.37
2025-03-25,South,Home & Kitchen,Online,6,,483.96
2025-09-26,West,Beauty,In-Store,6,26.4,158.4
2025-12-14,North,Sports,Online,5,59.58,417.06
2025-10-17,East,Beauty,Online,5,35.64,178.2
2025-10-16,East,Home & Kitchen,In-Store,1,69.08,69.08
2025-03-08,North,Electronics,Online,7,291.15,2038.05
2025-09-11,South,Electronics,Online,7,215.84,1510.88
2025-04-16,West,Beauty,Online,3,29.56,88.68
2025-10-13,South,Home & Kitchen,In-Store,2,76.8,153.6
2025-04-16,North,Sports,In-Store,4,52.73,210.92
2025-06-08,West,Clothing,Online,4,38.44,153.76
2025-12-22,West,Clothing,Online,1,40.09,56.13
2025-09-15,North,Electronics,Online,6,283.8,1702.8
2025-07-28,South,Electronics,Online,5,253.04,1265.2
2025-11-19,North,Electronics,Online,2,292.92,820.18
2025-03-29,East,Clothing,Online,5,47.43,237.15
2025-06-17,South,Home & Kitchen,Online,5,72.91,364.55
2025-10-13,South,Electronics,Online,3,252.35,757.05
2025-01-09,West,Sports,Online,2,62.77,125.54
2025-12-01,South,Electronics,Online,7,286.22,2804.96
2025-02-14,West,Clothing,Online,3,55.94,167.82
2025-12-03,North,Home & Kitchen,In-Store,1,97.49,136.49
2025-10-04,South,Electronics,Online,5,251.21,1256.05
2025-06-12,East,Home & Kitchen,In-Store,3,99.82,299.46
2025-10-02,West,Home & Kitchen,Online,3,97.23,291.69
2025-03-08,North,Beauty,Online,3,35.14,105.42
2025-10-07,West,Clothing,Online,4,47.39,189.56
2025-07-13,North,Clothing,In-Store,5,48.87,244.35
2025-02-22,North,Electronics,Online,6,260.36,1562.16
2025-04-27,West,Home & Kitchen,In-Store,4,97.36,389.44
2025-11-18,South,Home & Kitchen,Online,3,79.49,333.86
2025-08-04,South,Electronics,Online,4,234.43,937.72
2025-11-12,South,Sports,Online,5,67.46,472.22
2025-10-09,South,Clothing,Online,7,47.49,332.43
2025-10-10,East,Clothing,Online,5,38.68,193.4
2025-10-03,West,Home & Kitchen,Online,2,81.21,162.42
2025-06-24,East,Electronics,Online,3,256.37,769.11
2025-11-02,South,Clothing,Online,4,51.63,289.13
2025-08-23,North,Sports,In-Store,5,63.15,315.75
2025-05-22,South,Beauty,In-Store,6,29.73,178.38
2025-03-02,South,Electronics,In-Store,6,254.68,1528.08
2025-07-05,North,Clothing,Online,3,43.14,129.42
2025-12-22,North,Home & Kitchen,In-Store,5,84.6,592.2
2025-09-18,West,Electronics,In-Store,1,270.03,270.03
2025-05-24,West,Clothing,Online,7,46.7,326.9
2025-08-17,South,Clothing,In-Store,3,38.58,115.74
2025-09-12,East,Home & Kitchen,Online,4,82.64,330.56
2025-08-11,North,Sports,In-Store,6,67.09,402.54
2025-07-24,North,Beauty,Online,4,29.6,118.4
2025-05-02,West,Home & Kitchen,In-Store,3,75.77,227.31
2025-09-14,North,Electronics,Online,1,212.69,212.69
2025-05-20,East,Beauty,In-Store,3,35.35,106.05
2025-05-14,North,Beauty,Online,2,35.37,70.74
2025-10-17,North,Electronics,In-Store,7,258.98,1812.86
2025-10-23,South,Beauty,Online,3,26.78,80.34
2025-11-10,West,Beauty,Online,4,33.41,187.1
2025-01-27,West,Clothing,Online,1,51.98,51.98
2025-11-18,West,Electronics,Online,6,299.4,2514.96
2025-09-06,North,Clothing,In-Store,6,52.22,313.32
2025-06-01,West,Clothing,Online,1,52.46,52.46
2025-05-15,South,Home & Kitchen,Online,1,71.62,71.62
2025-05-22,South,Electronics,In-Store,2,300.28,600.56
2025-03-12,West,Electronics,Online,2,247.8,495.6
2025-04-06,North,Sports,In-Store,7,62.86,440.02
2025-04-26,East,Clothing,Online,1,50.15,50.15
2025-02-25,East,Sports,Online,2,72.99,145.98
2025-04-10,South,Electronics,In-Store,1,285.47,285.47
2025-02-01,West,Sports,In-Store,4,70.76,283.04
2025-03-04,West,Sports,In-Store,1,59.82,59.82
2025-08-31,North,Clothing,Online,6,47.75,286.5
2025-05-20,East,Sports,In-Store,5,52.88,264.4
2025-05-07,North,Electronics,Online,1,264.66,264.66
2025-09-19,West,Beauty,In-Store,5,30.63,153.15
2025-01-08,East,Beauty,Online,4,27.96,111.84
2025-11-09,East,Home & Kitchen,Online,4,70.85,396.76
2025-10-08,West,Clothing,In-Store,2,48.59,97.18
2025-04-14,South,Home & Kitchen,In-Store,3,89.55,268.65
2025-01-31,West,Electronics,Online,5,232.54,1162.7
2025-10-01,East,Home & Kitchen,In-Store,5,90.97,454.85
2025-10-09,West,Sports,In-Store,1,59.95,59.95
2025-11-03,West,Home & Kitchen,In-Store,6,98.83,830.17
2025-02-26,South,Home & Kitchen,Online,7,97.06,679.42
2025-06-15,West,Home & Kitchen,Online,2,76.45,152.9
2025-04-18,North,Clothing,In-Store,5,53.91,269.55
2025-06-17,North,Home & Kitchen,Online,3,86.53,259.59
2025-12-20,East,Home & Kitchen,In-Store,4,94.34,528.3
2025-06-10,East,Electronics,Online,7,251.11,1757.77
2025-08-06,South,Home & Kitchen,Online,5,89.67,448.35
2025-12-15,West,Electronics,In-Store,4,237.85,1331.96
2025-02-22,West,Electronics,Online,2,269.42,538.84
2025-04-04,South,Clothing,Online,2,41.24,82.48
2025-07-31,East,Home & Kitchen,In-Store,5,93.33,466.65
2025-07-30,North,Sports,In-Store,2,64.2,128.4
2025-01-28,West,Home & Kitchen,Online,2,91.99,183.98
2025-11-21,South,Electronics,In-Store,2,305.75,856.1
2025-04-15,North,Sports,Online,2,70.92,141.84
2025-10-14,East,Home & Kitchen,Online,4,89.28,357.12
2025-07-01,East,Beauty,Online,3,29.4,88.2
2025-02-16,West,Clothing,Online,3,44.1,132.3
2025-02-11,East,Sports,Online,1,54.54,54.54
2025-11-02,North,Clothing,Online,7,51.62,505.88
2025-02-06,West,Home & Kitchen,Online,7,78.15,547.05
2025-04-12,North,Clothing,Online,1,54.2,54.2
2025-05-12,North,Beauty,Online,3,33.0,99.0
2025-04-30,South,Home & Kitchen,Online,6,76.33,457.98
2025-05-16,East,Beauty,Online,2,25.91,51.82
2025-12-27,North,Sports,In-Store,6,57.49,482.92
2025-08-29,East,Sports,In-Store,1,74.03,74.03
2025-03-24,East,Clothing,In-Store,5,40.05,200.25
2025-07-08,North,Electronics,Online,2,274.82,549.64
2025-02-12,East,Electronics,Online,7,288.22,2017.54
2025-01-04,North,Sports,Online,5,62.18,310.9
2025-10-03,West,Electronics,Online,6,290.02,1740.12
2025-12-11,South,Electronics,Online,3,227.31,954.7
2025-05-21,West,Home & Kitchen,In-Store,2,96.8,193.6
2025-05-27,North,Sports,Online,6,59.09,354.54
2025-08-31,East,Clothing,Online,7,39.27,274.89
2025-08-13,South,Home & Kitchen,Online,7,91.01,637.07
2025-04-05,South,Clothing,Online,1,45.75,45.75
2025-07-27,West,Clothing,Online,4,53.5,214.0
2025-06-29,North,Clothing,Online,1,42.59,42.59
2025-12-03,South,Beauty,Online,5,30.4,212.8
2025-07-09,South,Clothing,Online,7,47.46,332.22
2025-03-08,South,Electronics,Online,3,240.99,722.97
2025-01-15,East,Home & Kitchen,Online,1,71.28,71.28
2025-10-04,West,Electronics,In-Store,7,276.85,1937.95
2025-12-29,East,Sports,Online,2,71.32,199.7
2025-08-18,North,Home & Kitchen,In-Store,1,82.08,82.08
2025-02-10,West,Clothing,Online,4,50.47,201.88
2025-06-08,West,Clothing,Online,7,53.87,377.09
2025-12-15,West,Sports,In-Store,3,71.51,300.34
2025-11-04,West,Clothing,Online,5,43.29,303.03
2025-02-21,West,Sports,Online,4,59.79,239.16
2025-02-04,North,Electronics,Online,5,274.11,1370.55
2025-05-20,East,Clothing,In-Store,7,50.39,352.73
2025-03-20,North,Clothing,In-Store,1,47.59,47.59
2025-08-31,North,Clothing,Online,7,53.74,376.18
2025-01-15,South,Home & Kitchen,Online,6,91.28,547.68
2025-04-25,West,Clothing,Online,7,54.29,380.03
2025-02-08,West,Electronics,Online,7,254.79,1783.53
2025-01-13,South,Electronics,Online,2,301.36,602.72
2025-10-31,North,Beauty,In-Store,5,33.51,167.55
2025-01-23,East,Home & Kitchen,Online,4,95.24,380.96
2025-04-22,North,Beauty,In-Store,7,34.24,239.68
2025-09-10,North,Clothing,In-Store,7,40.39,282.73
2025-11-18,South,Beauty,In-Store,6,31.53,264.85
2025-12-06,North,Home & Kitchen,Online,2,91.2,255.36
2025-06-22,West,Electronics,Online,1,279.71,279.71
2025-11-17,West,Clothing,Online,3,49.91,209.62
2025-08-15,South,Beauty,Online,5,29.49,147.45
2025-03-06,North,Electronics,Online,5,263.1,1315.5
2025-04-17,West,Home & Kitchen,Online,1,73.12,73.12
2025-06-04,North,Sports,In-Store,5,57.07,285.35
2025-09-02,West,Clothing,In-Store,2,42.49,84.98
2025-10-05,South,Sports,Online,4,58.3,233.2
2025-01-16,North,Home & Kitchen,In-Store,4,69.34,277.36
2025-07-10,North,Clothing,Online,6,52.89,317.34
2025-10-25,East,Beauty,Online,3,25.99,77.97
2025-04-26,North,Sports,Online,4,65.04,260.16
2025-02-27,East,Clothing,In-Store,1,40.21,40.21
2025-08-05,West,Clothing,Online,6,50.27,301.62
2025-03-28,East,Home & Kitchen,In-Store,7,89.67,627.69
2025-02-22,East,Sports,Online,4,52.09,208.36
2025-09-20,East,Beauty,In-Store,3,29.92,89.76
2025-09-07,South,Home & Kitchen,Online,3,75.54,226.62
2025-01-13,South,Clothing,Online,1,55.41,55.41
2025-02-18,North,Home & Kitchen,Online,2,85.75,171.5
2025-09-02,East,Sports,Online,5,57.08,285.4
2025-03-19,West,Electronics,Online,7,218.46,1529.22
2025-07-12,West,Clothing,Online,2,51.07,102.14
2025-05-21,West,Clothing,Online,4,52.4,209.6
2025-02-19,South,Clothing,Online,6,45.49,272.94
2025-11-10,South,Beauty,Online,4,36.36,203.62
2025-04-08,West,Clothing,In-Store,6,,282.66
2025-03-09,North,Home & Kitchen,Online,1,81.94,81.94
2025-05-11,North,Sports,Online,6,54.76,328.56
2025-09-20,South,Home & Kitchen,Online,3,95.77,287.31
2025-06-10,South,Clothing,In-Store,6,44.34,266.04
2025-05-04,North,Clothing,In-Store,1,41.54,41.54
2025-04-18,East,Home & Kitchen,Online,2,84.42,168.84
2025-06-03,East,Sports,In-Store,2,57.1,114.2
2025-08-21,East,Sports,Online,6,54.43,326.58
2025-08-01,West,Home & Kitchen,Online,7,85.33,597.31
2025-05-29,West,Beauty,In-Store,3,31.56,94.68
2025-10-07,West,Clothing,Online,1,55.7,55.7
2025-07-04,West,Clothing,Online,3,41.01,123.03
2025-01-23,West,Home & Kitchen,Online,7,95.68,669.76
2025-01-20,North,Electronics,Online,4,295.07,1180.28
2025-01-28,South,Electronics,Online,6,231.24,1387.44
2025-02-07,East,Home & Kitchen,Online,1,77.37,77.37
2025-08-09,West,Home & Kitchen,In-Store,4,94.81,379.24
2025-08-16,East,Electronics,Online,3,311.5,934.5
2025-08-02,South,Home & Kitchen,Online,2,82.59,165.18
2025-07-08,West,Beauty,Online,6,37.17,223.02
2025-05-16,South,Home & Kitchen,Online,6,83.23,499.38
2025-01-25,South,Home & Kitchen,In-Store,5,96.18,480.9
2025-09-23,South,Electronics,Online,6,249.53,1497.18
2025-05-17,East,Clothing,Online,1,38.55,38.55
2025-06-17,South,Home & Kitchen,In-Store,1,71.3,71.3
2025-01-19,South,Clothing,Online,6,52.76,316.56
2025-12-05,South,Home & Kitchen,Online,1,78.46,109.84
2025-10-02,East,Beauty,In-Store,1,33.84,33.84
2025-06-06,East,Electronics,Online,3,,668.61
2025-06-19,West,Home & Kitchen,Online,2,68.82,137.64
2025-07-31,West,Electronics,Online,7,263.45,1844.15
2025-04-08,North,Clothing,Online,6,38.92,233.52
2025-08-31,South,Home & Kitchen,Online,4,92.53,370.12
2025-08-21,South,Clothing,In-Store,7,40.44,283.08
2025-01-26,North,Clothing,Online,7,44.19,309.33
2025-03-10,West,Home & Kitchen,In-Store,5,90.59,452.95
2025-10-23,East,Home & Kitchen,In-Store,3,72.05,216.15
2025-01-30,South,Sports,Online,3,72.41,217.23
2025-08-01,South,Home & Kitchen,In-Store,7,80.74,565.18
2025-10-12,West,Sports,Online,1,53.17,53.17
2025-11-12,South,Sports,Online,1,69.41,97.17
2025-11-10,East,Home & Kitchen,Online,1,77.49,108.49
2025-11-07,East,Clothing,Online,7,48.75,477.75
2025-12-22,West,Clothing,In-Store,1,43.83,61.36
2025-12-18,South,Electronics,In-Store,2,306.59,858.45
2025-02-10,North,Clothing,Online,5,54.96,274.8
2025-09-29,West,Home & Kitchen,In-Store,6,74.14,444.84
2025-10-04,West,Beauty,In-Store,6,35.77,214.62
2025-07-17,West,Electronics,Online,1,213.49,213.49
2025-02-21,North,Clothing,Online,5,54.37,271.85
2025-08-19,South,Sports,Online,3,66.35,199.05
2025-07-20,South,Electronics,Online,6,273.46,1640.76
2025-09-15,South,Clothing,Online,2,55.33,110.66
2025-07-12,North,Clothing,In-Store,3,49.93,149.79
2025-11-30,South,Home & Kitchen,In-Store,5,96.51,675.57
2025-01-19,East,Beauty,Online,4,31.64,126.56
2025-08-04,West,Sports,Online,1,62.94,62.94
2025-03-19,East,Electronics,Online,4,308.73,1234.92
2025-09-30,West,Home & Kitchen,Online,4,84.79,339.16
2025-06-23,East,Home & Kitchen,Online,5,89.84,449.2
2025-09-01,West,Home & Kitchen,In-Store,7,92.03,644.21
2025-02-16,East,Home & Kitchen,In-Store,1,98.24,98.24
2025-01-28,South,Electronics,In-Store,3,258.38,775.14
2025-11-11,North,Clothing,Online,2,53.45,149.66
2025-09-20,West,Clothing,In-Store,4,47.99,191.96
2025-01-24,South,Home & Kitchen,In-Store,2,69.53,139.06
2025-09-02,South,Clothing,Online,1,49.98,49.98
2025-07-21,West,Electronics,Online,7,303.39,2123.73
2025-01-27,West,Electronics,Online,3,287.36,862.08
2025-04-02,East,Home & Kitchen,Online,7,87.13,609.91
2025-02-28,North,Electronics,In-Store,1,222.9,222.9
2025-04-08,South,Electronics,In-Store,4,285.04,1140.16
2025-12-28,South,Beauty,Online,7,36.04,353.19
2025-11-08,West,Electronics,In-Store,6,249.57,2096.39
2025-02-05,South,Electronics,Online,6,222.12,1332.72
2025-03-10,East,Home & Kitchen,Online,1,71.01,71.01
2025-12-13,North,Beauty,In-Store,2,28.41,79.55
2025-09-27,South,Beauty,Online,7,28.41,198.87
2025-11-30,South,Electronics,Online,2,239.28,669.98
2025-08-04,South,Electronics,In-Store,1,230.2,230.2
2025-03-12,North,Electronics,Online,7,273.55,1914.85
2025-12-11,North,Electronics,In-Store,3,227.01,953.44
2025-01-17,North,Clothing,Online,1,42.37,42.37
2025-09-21,West,Clothing,Online,4,53.22,212.88
2025-06-18,North,Electronics,Online,2,268.28,536.56
2025-06-06,West,Electronics,Online,5,240.83,1204.15
2025-01-19,North,Electronics,Online,5,253.29,1266.45
2025-04-14,West,Electronics,In-Store,7,277.08,1939.56
2025-02-06,North,Beauty,Online,1,31.45,31.45
2025-10-20,East,Electronics,Online,6,279.29,1675.74
2025-07-08,West,Electronics,Online,6,308.4,1850.4
2025-03-05,North,Beauty,In-Store,1,33.53,33.53
2025-06-23,North,Electronics,In-Store,6,263.41,1580.46
2025-11-25,North,Clothing,In-Store,1,,57.92
2025-11-17,South,Clothing,Online,-6,50.84,427.06
2025-03-11,West,Electronics,In-Store,7,278.29,1948.03
2025-01-31,West,Electronics,Online,3,272.09,816.27
2025-05-13,East,Sports,Online,6,57.11,342.66
2025-07-22,West,Sports,In-Store,4,67.0,268.0
2025-01-04,South,Clothing,Online,1,50.8,50.8
2025-12-24,North,Electronics,In-Store,1,223.14,312.4
2025-10-02,South,Electronics,Online,5,238.04,1190.2
2025-01-16,South,Electronics,Online,6,277.59,1665.54
2025-11-24,South,Clothing,In-Store,1,43.5,60.9
2025-08-10,South,Sports,Online,2,67.2,134.4
2025-10-30,South,Home & Kitchen,Online,6,88.03,528.18
2025-08-20,North,Electronics,Online,1,288.85,288.85
2025-02-05,East,Home & Kitchen,Online,1,71.71,71.71
2025-01-17,South,Electronics,In-Store,3,233.01,699.03
2025-03-19,West,Clothing,Online,7,48.78,341.46
2025-11-28,South,Beauty,Online,-3,35.5,149.1
2025-05-12,North,Clothing,Online,4,45.54,182.16
2025-05-28,West,Home & Kitchen,In-Store,4,75.5,302.0
2025-05-21,South,Electronics,Online,2,295.95,591.9
2025-09-03,West,Home & Kitchen,Online,1,83.83,83.83
2025-12-04,East,Beauty,In-Store,7,32.57,319.19
2025-06-29,West,Clothing,Online,1,46.78,46.78
2025-12-26,North,Sports,Online,3,61.41,257.92
2025-07-07,West,Electronics,Online,3,220.17,660.51
2025-12-04,South,Clothing,Online,6,46.62,391.61
2025-01-02,South,Home & Kitchen,Online,5,81.26,406.3
2025-02-04,East,Clothing,Online,3,42.86,128.58
2025-02-24,East,Electronics,In-Store,5,231.7,1158.5
2025-12-07,South,Electronics,Online,5,274.73,1923.11
2025-01-09,East,Beauty,In-Store,2,33.66,67.32
2025-11-02,East,Beauty,Online,3,,124.74
2025-08-12,North,Electronics,Online,3,298.38,895.14
2025-07-16,South,Clothing,In-Store,2,43.92,87.84
2025-08-31,North,Clothing,Online,6,45.07,270.42
2025-10-15,South,Beauty,Online,4,27.84,111.36
2025-09-04,North,Beauty,Online,4,34.38,137.52
2025-09-07,South,Sports,Online,6,64.66,387.96
2025-11-22,South,Home & Kitchen,In-Store,5,80.81,565.67
2025-04-05,West,Beauty,Online,2,35.94,71.88
2025-03-10,South,Home & Kitchen,Online,1,73.6,73.6
2025-09-06,North,Sports,In-Store,3,67.77,203.31
2025-03-24,East,Home & Kitchen,Online,4,85.49,341.96
2025-05-07,East,Electronics,In-Store,3,299.47,898.41
2025-03-03,East,Beauty,Online,2,33.61,67.22
2025-06-27,North,Electronics,In-Store,7,264.68,1852.76
2025-01-29,West,Sports,Online,7,67.87,475.09
2025-05-12,West,Electronics,In-Store,5,269.15,1345.75
2025-07-12,East,Clothing,In-Store,3,47.06,141.18
2025-03-06,East,Electronics,Online,4,292.38,1169.52
2025-08-08,South,Home & Kitchen,Online,4,70.21,280.84
2025-06-15,East,Sports,Online,5,68.1,340.5
2025-06-11,East,Home & Kitchen,Online,1,92.73,92.73
2025-06-09,West,Sports,In-Store,1,71.78,71.78
2025-11-26,South,Home & Kitchen,In-Store,5,79.91,559.37
2025-05-25,East,Electronics,Online,5,293.81,1469.05
2025-12-23,East,Electronics,Online,5,242.58,1698.06
2025-08-07,North,Electronics,In-Store,3,308.85,926.55
2025-08-14,South,Sports,Online,3,57.57,172.71
2025-06-07,North,Sports,In-Store,5,61.6,308.0
2025-07-03,North,Clothing,Online,5,54.54,272.7
2025-01-19,West,Sports,In-Store,7,70.07,490.49
2025-09-10,South,Clothing,Online,3,55.49,166.47
2025-04-20,West,Electronics,Online,4,239.75,959.0
2025-01-06,East,Clothing,In-Store,7,45.63,319.41
2025-11-26,South,Home & Kitchen,Online,2,95.54,267.51
2025-05-20,North,Electronics,In-Store,1,265.38,265.38
2025-04-19,North,Electronics,In-Store,4,249.61,998.44
2025-03-01,East,Electronics,In-Store,6,276.86,1661.16
2025-03-17,South,Clothing,Online,2,43.44,86.88
2025-09-16,South,Home & Kitchen,Online,4,82.3,329.2
2025-08-06,East,Home & Kitchen,Online,7,92.54,647.78
2025-05-31,West,Electronics,In-Store,5,274.5,1372.5
2025-11-01,South,Electronics,Online,7,297.93,2919.71
2025-05-29,West,Home & Kitchen,Online,2,75.67,151.34
2025-07-26,North,Beauty,Online,5,37.01,185.05
2025-06-13,West,Home & Kitchen,In-Store,3,92.38,277.14
2025-06-17,South,Clothing,Online,5,39.42,197.1
2025-09-28,North,Home & Kitchen,In-Store,2,85.97,171.94
2025-10-25,West,Clothing,Online,5,41.39,206.95
2025-11-30,East,Electronics,Online,7,270.88,2654.62
2025-01-08,West,Beauty,Online,6,36.53,219.18
2025-02-24,North,Home & Kitchen,In-Store,7,74.62,522.34
2025-07-17,East,Sports,Online,2,58.24,116.48
2025-10-01,West,Home & Kitchen,In-Store,1,92.17,92.17
2025-03-10,East,Clothing,Online,5,38.7,193.5
2025-01-16,South,Electronics,In-Store,2,240.01,480.02
2025-07-11,East,Electronics,Online,5,255.24,1276.2
2025-08-11,East,Electronics,Online,2,261.86,523.72
2025-06-05,West,Electronics,Online,3,213.54,640.62
2025-05-31,East,Clothing,Online,1,40.24,40.24
2025-10-28,East,Electronics,Online,3,266.88,800.64
2025-05-08,East,Electronics,Online,1,229.6,229.6
2025-07-30,West,Electronics,In-Store,3,308.78,926.34
2025-07-09,South,Sports,Online,7,74.59,522.13
2025-07-28,West,Electronics,In-Store,5,214.99,1074.95
2025-09-06,West,Electronics,Online,1,267.09,267.09
2025-11-11,East,Electronics,Online,4,279.92,1567.55
2025-03-19,North,Beauty,Online,7,34.61,242.27
2025-05-24,West,Home & Kitchen,Online,3,77.6,232.8
2025-10-18,East,Electronics,In-Store,2,238.75,477.5
2025-11-03,South,Beauty,Online,2,26.14,73.19
2025-12-04,South,Clothing,In-Store,6,54.53,458.05
2025-03-07,West,Electronics,In-Store,5,213.62,1068.1
2025-05-17,North,Clothing,Online,2,46.04,92.08
2025-02-01,West,Clothing,Online,6,39.17,235.02
2025-02-18,West,Beauty,Online,7,26.8,187.6
2025-08-11,North,Clothing,In-Store,1,52.28,52.28
2025-04-23,West,Clothing,Online,1,52.15,52.15
2025-08-30,East,Electronics,Online,1,283.19,283.19
2025-08-31,East,Electronics,In-Store,6,215.26,1291.56
2025-10-18,North,Electronics,In-Store,5,246.48,1232.4
2025-06-05,South,Clothing,Online,2,53.72,107.44
2025-06-04,West,Clothing,Online,6,51.19,307.14
2025-03-16,West,Clothing,Online,4,40.86,163.44
2025-11-05,North,Sports,Online,1,74.14,103.8
2025-03-20,East,Home & Kitchen,Online,7,71.54,500.78
2025-04-13,East,Clothing,Online,2,45.97,91.94
2025-08-23,South,Sports,In-Store,6,61.07,366.42
2025-04-27,North,Beauty,In-Store,6,26.28,157.68
2025-10-20,South,Electronics,Online,6,286.93,1721.58
2025-10-12,West,Electronics,Online,2,,487.68
2025-10-01,South,Home & Kitchen,Online,5,69.42,347.1
2025-09-11,East,Beauty,Online,5,27.54,137.7
2025-04-05,North,Home & Kitchen,In-Store,4,72.06,288.24
2025-05-11,East,Clothing,Online,1,55.72,55.72
2025-01-18,North,Clothing,In-Store,5,49.58,247.9
2025-08-19,South,Sports,In-Store,2,53.87,107.74
2025-11-20,South,Electronics,Online,1,221.29,309.81
2025-09-20,North,Clothing,In-Store,5,43.05,215.25
2025-03-26,South,Electronics,Online,6,295.63,1773.78
2025-04-29,West,Electronics,In-Store,4,249.49,997.96
2025-07-09,West,Clothing,In-Store,5,46.61,233.05
2025-08-05,North,Clothing,Online,2,44.23,88.46
2025-02-06,West,Electronics,Online,2,308.48,616.96
2025-07-28,South,Home & Kitchen,In-Store,7,81.27,568.89
2025-11-19,East,Sports,Online,7,51.6,505.68
2025-04-11,West,Beauty,Online,4,28.27,113.08
2025-08-14,North,Sports,Online,4,58.66,234.64
2025-02-01,North,Electronics,In-Store,5,225.84,1129.2
2025-11-07,South,Electronics,In-Store,2,295.5,827.4
2025-08-08,North,Sports,Online,2,55.38,110.76
2025-12-31,North,Home & Kitchen,Online,4,71.69,401.46
2025-10-19,West,Electronics,Online,7,301.42,2109.94
2025-08-14,West,Electronics,Online,4,260.75,1043.0
2025-11-05,North,Electronics,Online,3,267.1,1121.82
2025-11-28,South,Electronics,Online,6,258.36,2170.22
2025-01-21,North,Beauty,Online,7,29.59,207.13
2025-08-02,West,Electronics,In-Store,2,246.46,492.92
2025-10-06,East,Electronics,In-Store,7,250.66,1754.62
2025-09-01,South,Home & Kitchen,Online,4,93.6,374.4
2025-04-23,South,Home & Kitchen,Online,7,70.22,491.54
2025-07-12,South,Sports,Online,7,74.13,518.91
2025-07-28,West,Electronics,Online,5,225.11,1125.55
2025-08-12,East,Sports,In-Store,2,64.12,128.24
2025-01-24,West,Clothing,Online,7,52.83,369.81
2025-01-12,North,Clothing,Online,5,55.26,276.3
2025-09-19,South,Beauty,Online,7,35.6,249.2
2025-09-01,South,Sports,Online,5,71.66,358.3
2025-04-27,West,Electronics,In-Store,1,246.24,246.24
2025-08-09,South,Electronics,Online,3,238.84,716.52
2025-09-16,North,Clothing,Online,5,52.8,264.0
2025-07-18,North,Electronics,Online,3,302.93,908.79
2025-09-07,North,Beauty,Online,6,35.23,211.38
2025-06-05,South,Electronics,In-Store,7,286.49,2005.43
2025-08-30,East,Electronics,Online,5,290.94,1454.7
2025-06-01,West,Clothing,In-Store,7,43.55,304.85
2025-04-26,West,Sports,Online,1,67.82,67.82
2025-11-22,East,Beauty,Online,1,36.9,51.66
2025-06-11,East,Clothing,In-Store,5,55.13,275.65
2025-10-14,East,Electronics,In-Store,4,236.4,945.6
2025-07-09,North,Clothing,Online,7,44.03,308.21
2025-03-28,West,Sports,Online,7,65.44,458.08
2025-02-15,North,Clothing,Online,1,44.42,44.42
2025-01-16,South,Electronics,Online,3,282.42,847.26
2025-07-09,North,Sports,In-Store,4,62.56,250.24
2025-12-03,North,Beauty,In-Store,7,34.23,335.45
2025-08-04,South,Electronics,Online,4,280.34,1121.36
2025-04-24,East,Electronics,Online,5,219.9,1099.5
2025-04-03,West,Clothing,Online,1,56.23,56.23
2025-08-21,East,Clothing,Online,4,49.58,198.32
2025-10-28,West,Clothing,Online,4,55.37,221.48
2025-05-11,North,Electronics,In-Store,3,235.8,707.4
2025-05-25,West,Electronics,Online,7,224.08,1568.56
2025-09-16,South,Clothing,Online,2,42.51,85.02
2025-01-09,South,Electronics,In-Store,1,224.34,224.34
2025-06-21,North,Electronics,Online,2,240.46,480.92
2025-09-29,North,Sports,In-Store,1,52.08,52.08
