date,region,category,channel,units_sold,unit_price,revenue,month,month_name,quarter,weekday,is_weekend
2025-10-30,North,Sports,Online,3,60.12,180.36,10,Oct,4,Thursday,False
2025-11-20,North,Clothing,Online,6,47.0,282.0,11,Nov,4,Thursday,False
2025-02-21,South,Clothing,In-Store,3,48.71,146.13,2,Feb,1,Friday,False
2025-04-16,West,Home & Kitchen,Online,5,81.23,406.15,4,Apr,2,Wednesday,False
2025-12-11,South,Electronics,In-Store,2,292.48,584.96,12,Dec,4,Thursday,False
2025-06-08,East,Electronics,In-Store,5,238.16,1190.8,6,Jun,2,Sunday,True
2025-02-05,West,Clothing,In-Store,1,44.97,44.97,2,Feb,1,Wednesday,False
2025-06-22,South,Electronics,Online,6,294.42,1766.52,6,Jun,2,Sunday,True
2025-08-02,West,Electronics,Online,2,229.98,459.96,8,Aug,3,Saturday,True
2025-05-01,North,Beauty,In-Store,1,28.34,28.34,5,May,2,Thursday,False
2025-10-20,West,Electronics,In-Store,4,279.64,1118.56,10,Oct,4,Monday,False
2025-12-11,South,Sports,Online,7,65.08,455.56,12,Dec,4,Thursday,False
2025-06-24,North,Home & Kitchen,In-Store,7,85.13,595.91,6,Jun,2,Tuesday,False
2025-05-30,West,Clothing,Online,7,48.09,336.63,5,May,2,Friday,False
2025-05-18,North,Clothing,Online,6,40.8,244.8,5,May,2,Sunday,True
2025-11-16,East,Home & Kitchen,In-Store,2,81.7,163.4,11,Nov,4,Sunday,True
2025-06-16,North,Home & Kitchen,In-Store,4,94.2,376.8,6,Jun,2,Monday,False
2025-03-09,South,Clothing,In-Store,5,39.68,198.4,3,Mar,1,Sunday,True
2025-08-20,North,Sports,Online,1,56.44,56.44,8,Aug,3,Wednesday,False
2025-07-15,North,Clothing,Online,5,39.51,197.55,7,Jul,3,Tuesday,False
2025-06-09,North,Electronics,Online,3,265.8,797.4,6,Jun,2,Monday,False
2025-02-27,East,Electronics,Online,4,278.68,1114.72,2,Feb,1,Thursday,False
2025-07-28,East,Home & Kitchen,Online,6,85.99,515.94,7,Jul,3,Monday,False
2025-02-05,North,Electronics,In-Store,1,229.55,229.55,2,Feb,1,Wednesday,False
2025-04-16,South,Clothing,In-Store,4,44.51,178.04,4,Apr,2,Wednesday,False
2025-05-16,West,Clothing,Online,7,45.44,318.08,5,May,2,Friday,False
2025-04-14,South,Beauty,In-Store,4,28.42,113.68,4,Apr,2,Monday,False
2025-10-13,North,Electronics,Online,7,298.97,2092.79,10,Oct,4,Monday,False
2025-09-29,West,Sports,In-Store,6,53.82,322.92,9,Sep,3,Monday,False
2025-05-31,South,Clothing,Online,2,47.455,94.91,5,May,2,Saturday,True
2025-11-27,East,Clothing,Online,4,53.97,215.88,11,Nov,4,Thursday,False
2025-09-19,East,Sports,Online,4,71.43,285.72,9,Sep,3,Friday,False
2025-01-12,East,Clothing,Online,5,45.1,225.5,1,Jan,1,Sunday,True
2025-08-04,South,Sports,In-Store,7,58.31,408.17,8,Aug,3,Monday,False
2025-03-14,East,Clothing,Online,2,42.28,84.56,3,Mar,1,Friday,False
2025-07-25,West,Home & Kitchen,In-Store,2,72.24,144.48,7,Jul,3,Friday,False
2025-11-06,North,Beauty,Online,6,36.28,217.68,11,Nov,4,Thursday,False
2025-08-26,North,Clothing,In-Store,6,40.88,245.28,8,Aug,3,Tuesday,False
2025-04-27,South,Electronics,Online,1,235.76,235.76,4,Apr,2,Sunday,True
2025-06-22,West,Sports,Online,4,58.48,233.92,6,Jun,2,Sunday,True
2025-11-30,West,Clothing,Online,6,38.26,229.56,11,Nov,4,Sunday,True
2025-02-12,South,Home & Kitchen,Online,7,69.96,489.72,2,Feb,1,Wednesday,False
2025-09-23,North,Electronics,In-Store,5,274.45,1372.25,9,Sep,3,Tuesday,False
2025-03-24,North,Electronics,Online,6,239.04,1434.24,3,Mar,1,Monday,False
2025-09-20,West,Home & Kitchen,Online,4,99.89,399.56,9,Sep,3,Saturday,True
2025-09-30,North,Home & Kitchen,Online,4,88.98,355.92,9,Sep,3,Tuesday,False
2025-08-19,South,Electronics,In-Store,6,277.91,1667.46,8,Aug,3,Tuesday,False
2025-01-07,East,Clothing,In-Store,5,45.22,226.1,1,Jan,1,Tuesday,False
2025-05-13,South,Electronics,Online,5,214.42,1072.1,5,May,2,Tuesday,False
2025-03-20,North,Sports,Online,7,65.85,460.95,3,Mar,1,Thursday,False
2025-01-13,North,Sports,Online,5,70.24,351.2,1,Jan,1,Monday,False
2025-06-22,West,Clothing,Online,4,47.455,189.82,6,Jun,2,Sunday,True
2025-11-04,West,Electronics,Online,4,298.97,1195.88,11,Nov,4,Tuesday,False
2025-04-22,West,Home & Kitchen,In-Store,5,80.62,403.1,4,Apr,2,Tuesday,False
2025-02-11,North,Beauty,Online,1,33.4,33.4,2,Feb,1,Tuesday,False
2025-05-09,South,Clothing,Online,2,55.0,110.0,5,May,2,Friday,False
2025-08-20,North,Sports,Online,3,61.8,185.4,8,Aug,3,Wednesday,False
2025-03-20,North,Electronics,Online,3,223.07,669.21,3,Mar,1,Thursday,False
2025-03-28,North,Electronics,Online,7,284.13,1988.91,3,Mar,1,Friday,False
2025-04-19,East,Electronics,Online,5,263.36,1316.8,4,Apr,2,Saturday,True
2025-08-20,South,Clothing,In-Store,4,52.19,208.76,8,Aug,3,Wednesday,False
2025-01-28,East,Electronics,Online,6,295.55,1773.3,1,Jan,1,Tuesday,False
2025-01-08,West,Clothing,Online,4,54.43,217.72,1,Jan,1,Wednesday,False
2025-05-16,West,Electronics,In-Store,7,233.07,1631.49,5,May,2,Friday,False
2025-02-18,West,Home & Kitchen,In-Store,1,98.71,98.71,2,Feb,1,Tuesday,False
2025-04-29,South,Sports,Online,4,58.03,232.12,4,Apr,2,Tuesday,False
2025-09-15,South,Clothing,In-Store,4,41.07,164.28,9,Sep,3,Monday,False
2025-01-10,East,Electronics,Online,1,263.34,263.34,1,Jan,1,Friday,False
2025-11-11,South,Clothing,Online,6,43.18,259.08,11,Nov,4,Tuesday,False
2025-08-01,West,Electronics,In-Store,5,241.09,1205.45,8,Aug,3,Friday,False
2025-02-01,South,Sports,In-Store,1,64.06,64.06,2,Feb,1,Saturday,True
2025-05-29,North,Electronics,In-Store,6,285.35,1712.1,5,May,2,Thursday,False
2025-05-15,East,Home & Kitchen,Online,6,92.1,552.6,5,May,2,Thursday,False
2025-12-11,South,Clothing,In-Store,2,40.62,81.24,12,Dec,4,Thursday,False
2025-10-10,South,Electronics,Online,4,285.78,1143.12,10,Oct,4,Friday,False
2025-06-20,North,Home & Kitchen,Online,7,71.39,499.73,6,Jun,2,Friday,False
2025-01-23,North,Electronics,Online,1,288.61,288.61,1,Jan,1,Thursday,False
2025-04-21,West,Clothing,Online,1,51.6,51.6,4,Apr,2,Monday,False
2025-01-03,North,Electronics,Online,2,278.26,556.52,1,Jan,1,Friday,False
2025-01-10,North,Home & Kitchen,Online,3,90.01,270.03,1,Jan,1,Friday,False
2025-04-22,North,Clothing,Online,2,51.95,103.9,4,Apr,2,Tuesday,False
2025-02-23,West,Home & Kitchen,Online,2,92.28,184.56,2,Feb,1,Sunday,True
2025-01-20,East,Sports,In-Store,6,72.04,432.24,1,Jan,1,Monday,False
2025-04-11,South,Clothing,Online,4,52.3,209.2,4,Apr,2,Friday,False
2025-08-15,South,Clothing,Online,7,38.31,268.17,8,Aug,3,Friday,False
2025-02-07,South,Clothing,In-Store,4,45.49,181.96,2,Feb,1,Friday,False
2025-03-12,West,Clothing,In-Store,5,47.455,237.27,3,Mar,1,Wednesday,False
2025-02-24,West,Home & Kitchen,Online,2,87.18,174.36,2,Feb,1,Monday,False
2025-06-08,West,Sports,Online,6,54.58,327.48,6,Jun,2,Sunday,True
2025-06-01,North,Home & Kitchen,In-Store,5,93.24,466.2,6,Jun,2,Sunday,True
2025-07-11,East,Clothing,Online,7,51.49,360.43,7,Jul,3,Friday,False
2025-05-26,East,Electronics,Online,3,289.16,867.48,5,May,2,Monday,False
2025-11-09,West,Electronics,Online,6,276.12,1656.72,11,Nov,4,Sunday,True
2025-08-28,East,Electronics,Online,6,287.22,1723.32,8,Aug,3,Thursday,False
2025-12-25,North,Beauty,Online,4,29.85,119.4,12,Dec,4,Thursday,False
2025-02-19,East,Electronics,Online,6,271.15,1626.9,2,Feb,1,Wednesday,False
2025-07-17,North,Beauty,In-Store,3,28.61,85.83,7,Jul,3,Thursday,False
2025-10-29,South,Sports,In-Store,5,62.54,312.7,10,Oct,4,Wednesday,False
2025-03-15,West,Clothing,Online,4,39.15,156.6,3,Mar,1,Saturday,True
2025-10-22,South,Beauty,In-Store,4,34.69,138.76,10,Oct,4,Wednesday,False
2025-07-01,South,Home & Kitchen,Online,7,97.52,682.64,7,Jul,3,Tuesday,False
2025-02-05,North,Electronics,Online,6,216.13,1296.78,2,Feb,1,Wednesday,False
2025-06-12,East,Beauty,Online,6,30.65,183.9,6,Jun,2,Thursday,False
2025-08-05,North,Electronics,Online,4,215.86,863.44,8,Aug,3,Tuesday,False
2025-03-25,South,Beauty,Online,4,29.28,117.12,3,Mar,1,Tuesday,False
2025-01-07,South,Sports,Online,3,74.12,222.36,1,Jan,1,Tuesday,False
2025-05-23,West,Beauty,Online,4,34.95,139.8,5,May,2,Friday,False
2025-05-22,North,Clothing,In-Store,5,50.03,250.15,5,May,2,Thursday,False
2025-08-06,North,Home & Kitchen,Online,1,98.31,98.31,8,Aug,3,Wednesday,False
2025-06-10,South,Home & Kitchen,Online,1,95.22,95.22,6,Jun,2,Tuesday,False
2025-10-16,North,Beauty,Online,4,34.17,136.68,10,Oct,4,Thursday,False
2025-06-18,East,Home & Kitchen,Online,6,75.24,451.44,6,Jun,2,Wednesday,False
2025-04-08,North,Clothing,Online,6,53.55,321.3,4,Apr,2,Tuesday,False
2025-03-07,South,Clothing,Online,5,51.74,258.7,3,Mar,1,Friday,False
2025-03-17,West,Sports,Online,3,62.02,186.06,3,Mar,1,Monday,False
2025-07-11,East,Sports,Online,7,71.93,503.51,7,Jul,3,Friday,False
2025-06-03,East,Sports,In-Store,7,61.995000000000005,433.96,6,Jun,2,Tuesday,False
2025-08-01,East,Sports,In-Store,3,73.72,221.16,8,Aug,3,Friday,False
2025-06-17,South,Sports,Online,2,52.56,105.12,6,Jun,2,Tuesday,False
2025-09-11,East,Beauty,Online,4,35.08,140.32,9,Sep,3,Thursday,False
2025-06-16,West,Clothing,Online,3,52.21,156.63,6,Jun,2,Monday,False
2025-11-03,East,Electronics,Online,4,291.79,1167.16,11,Nov,4,Monday,False
2025-06-13,North,Home & Kitchen,In-Store,7,74.27,519.89,6,Jun,2,Friday,False
2025-08-26,West,Clothing,Online,6,52.53,315.18,8,Aug,3,Tuesday,False
2025-09-20,West,Sports,In-Store,2,55.05,110.1,9,Sep,3,Saturday,True
2025-08-08,North,Electronics,Online,4,294.54,1178.16,8,Aug,3,Friday,False
2025-04-11,West,Sports,In-Store,3,72.18,216.54,4,Apr,2,Friday,False
2025-01-12,East,Clothing,In-Store,7,47.455,332.18,1,Jan,1,Sunday,True
2025-01-21,South,Home & Kitchen,Online,6,99.35,596.1,1,Jan,1,Tuesday,False
2025-02-28,East,Electronics,In-Store,3,265.24,795.72,2,Feb,1,Friday,False
2025-10-08,West,Sports,Online,5,74.36,371.8,10,Oct,4,Wednesday,False
2025-09-22,West,Beauty,Online,4,29.27,117.08,9,Sep,3,Monday,False
2025-12-30,West,Clothing,Online,6,53.16,318.96,12,Dec,4,Tuesday,False
2025-10-13,South,Electronics,Online,2,222.56,445.12,10,Oct,4,Monday,False
2025-06-12,West,Beauty,In-Store,2,34.49,68.98,6,Jun,2,Thursday,False
2025-10-06,West,Home & Kitchen,In-Store,4,83.08,332.32,10,Oct,4,Monday,False
2025-09-28,East,Home & Kitchen,Online,2,78.4,156.8,9,Sep,3,Sunday,True
2025-09-05,West,Home & Kitchen,Online,4,75.27,301.08,9,Sep,3,Friday,False
2025-09-04,East,Electronics,Online,2,263.34,526.68,9,Sep,3,Thursday,False
2025-10-21,East,Electronics,Online,5,253.33,1266.65,10,Oct,4,Tuesday,False
2025-05-22,West,Sports,In-Store,3,52.42,157.26,5,May,2,Thursday,False
2025-07-26,South,Home & Kitchen,In-Store,3,85.93,257.79,7,Jul,3,Saturday,True
2025-04-01,South,Clothing,Online,4,45.12,180.48,4,Apr,2,Tuesday,False
2025-07-09,East,Clothing,In-Store,3,45.86,137.58,7,Jul,3,Wednesday,False
2025-10-08,West,Home & Kitchen,In-Store,7,72.08,504.56,10,Oct,4,Wednesday,False
2025-03-24,South,Beauty,In-Store,1,35.57,35.57,3,Mar,1,Monday,False
2025-06-22,East,Home & Kitchen,Online,4,94.54,378.16,6,Jun,2,Sunday,True
2025-10-02,East,Clothing,Online,5,47.98,239.9,10,Oct,4,Thursday,False
2025-10-13,North,Electronics,Online,1,294.95,294.95,10,Oct,4,Monday,False
2025-11-05,East,Electronics,In-Store,1,217.31,217.31,11,Nov,4,Wednesday,False
2025-03-09,West,Sports,In-Store,6,59.17,355.02,3,Mar,1,Sunday,True
2025-04-30,East,Home & Kitchen,Online,6,93.43,560.58,4,Apr,2,Wednesday,False
2025-06-07,West,Home & Kitchen,In-Store,2,86.35,172.7,6,Jun,2,Saturday,True
2025-05-29,North,Electronics,Online,4,223.99,895.96,5,May,2,Thursday,False
2025-07-20,North,Electronics,In-Store,2,300.4,600.8,7,Jul,3,Sunday,True
2025-03-06,West,Clothing,Online,4,54.64,218.56,3,Mar,1,Thursday,False
2025-06-23,East,Electronics,Online,4,256.84,1027.36,6,Jun,2,Monday,False
2025-08-20,North,Home & Kitchen,Online,5,88.47,442.35,8,Aug,3,Wednesday,False
2025-11-07,East,Electronics,Online,4,261.27,1045.08,11,Nov,4,Friday,False
2025-12-08,West,Beauty,Online,7,37.31,261.17,12,Dec,4,Monday,False
2025-03-13,East,Clothing,In-Store,2,44.76,89.52,3,Mar,1,Thursday,False
2025-09-25,South,Electronics,Online,4,259.46,1037.84,9,Sep,3,Thursday,False
2025-04-03,North,Clothing,Online,3,46.3,138.9,4,Apr,2,Thursday,False
2025-12-06,West,Home & Kitchen,Online,1,68.25,68.25,12,Dec,4,Saturday,True
2025-07-09,West,Electronics,Online,2,258.79,517.58,7,Jul,3,Wednesday,False
2025-09-02,North,Electronics,Online,6,305.68,1834.08,9,Sep,3,Tuesday,False
2025-09-22,West,Electronics,Online,5,247.02,1235.1,9,Sep,3,Monday,False
2025-07-02,North,Electronics,In-Store,6,311.78,1870.68,7,Jul,3,Wednesday,False
2025-11-29,East,Electronics,Online,4,285.49,1141.96,11,Nov,4,Saturday,True
2025-03-13,West,Home & Kitchen,Online,5,77.9,389.5,3,Mar,1,Thursday,False
2025-10-28,South,Beauty,In-Store,1,33.14,33.14,10,Oct,4,Tuesday,False
2025-12-09,South,Electronics,Online,7,299.66,2097.62,12,Dec,4,Tuesday,False
2025-05-26,South,Home & Kitchen,In-Store,4,79.81,319.24,5,May,2,Monday,False
2025-05-27,East,Clothing,In-Store,1,47.455,47.46,5,May,2,Tuesday,False
2025-08-31,East,Home & Kitchen,Online,5,89.72,448.6,8,Aug,3,Sunday,True
2025-11-03,East,Home & Kitchen,Online,3,97.23,291.69,11,Nov,4,Monday,False
2025-02-08,West,Electronics,Online,5,302.75,1513.75,2,Feb,1,Saturday,True
2025-06-15,East,Clothing,Online,1,50.76,50.76,6,Jun,2,Sunday,True
2025-09-25,East,Clothing,Online,7,39.04,273.28,9,Sep,3,Thursday,False
2025-08-01,South,Home & Kitchen,Online,7,94.14,658.98,8,Aug,3,Friday,False
2025-10-21,West,Clothing,In-Store,4,50.36,201.44,10,Oct,4,Tuesday,False
2025-03-14,North,Sports,Online,4,70.16,280.64,3,Mar,1,Friday,False
2025-07-14,West,Home & Kitchen,In-Store,7,78.2,547.4,7,Jul,3,Monday,False
2025-02-17,West,Clothing,Online,4,45.32,181.28,2,Feb,1,Monday,False
2025-06-16,South,Electronics,Online,4,216.98,867.92,6,Jun,2,Monday,False
2025-11-17,North,Beauty,Online,2,33.25,66.5,11,Nov,4,Monday,False
2025-05-06,East,Clothing,In-Store,5,47.81,239.05,5,May,2,Tuesday,False
2025-06-25,West,Home & Kitchen,Online,7,90.02,630.14,6,Jun,2,Wednesday,False
2025-12-31,South,Clothing,Online,3,47.455,142.36,12,Dec,4,Wednesday,False
2025-02-14,West,Electronics,Online,3,251.3,753.9,2,Feb,1,Friday,False
2025-08-22,East,Electronics,In-Store,7,261.29,1829.03,8,Aug,3,Friday,False
2025-05-02,North,Clothing,Online,3,54.24,162.72,5,May,2,Friday,False
2025-07-15,South,Sports,In-Store,5,65.57,327.85,7,Jul,3,Tuesday,False
2025-05-06,West,Electronics,In-Store,6,266.64,1599.84,5,May,2,Tuesday,False
2025-06-14,North,Home & Kitchen,Online,6,75.9,455.4,6,Jun,2,Saturday,True
2025-12-09,East,Clothing,In-Store,5,41.75,208.75,12,Dec,4,Tuesday,False
2025-12-07,South,Home & Kitchen,Online,3,85.85,257.55,12,Dec,4,Sunday,True
2025-04-02,East,Electronics,Online,7,294.18,2059.26,4,Apr,2,Wednesday,False
2025-09-30,East,Sports,Online,1,70.02,70.02,9,Sep,3,Tuesday,False
2025-10-02,North,Home & Kitchen,Online,5,83.22,416.1,10,Oct,4,Thursday,False
2025-06-13,South,Electronics,In-Store,5,272.41,1362.05,6,Jun,2,Friday,False
2025-11-06,North,Clothing,Online,6,52.48,314.88,11,Nov,4,Thursday,False
2025-01-05,North,Home & Kitchen,Online,2,98.21,196.42,1,Jan,1,Sunday,True
2025-01-17,East,Clothing,In-Store,4,51.83,207.32,1,Jan,1,Friday,False
2025-03-11,East,Clothing,Online,3,41.91,125.73,3,Mar,1,Tuesday,False
2025-08-04,East,Clothing,Online,1,44.77,44.77,8,Aug,3,Monday,False
2025-06-28,North,Beauty,Online,3,32.73,98.19,6,Jun,2,Saturday,True
2025-08-27,West,Sports,Online,7,53.62,375.34,8,Aug,3,Wednesday,False
2025-04-26,North,Clothing,In-Store,3,43.86,131.58,4,Apr,2,Saturday,True
2025-11-19,East,Electronics,In-Store,5,305.14,1525.7,11,Nov,4,Wednesday,False
2025-07-27,South,Clothing,In-Store,3,53.95,161.85,7,Jul,3,Sunday,True
2025-10-25,West,Electronics,Online,2,245.84,491.68,10,Oct,4,Saturday,True
2025-02-04,West,Clothing,In-Store,3,56.21,168.63,2,Feb,1,Tuesday,False
2025-09-21,South,Sports,Online,7,61.995000000000005,433.96,9,Sep,3,Sunday,True
2025-10-19,North,Home & Kitchen,Online,5,92.11,460.55,10,Oct,4,Sunday,True
2025-07-07,West,Sports,In-Store,3,65.73,197.19,7,Jul,3,Monday,False
2025-04-14,East,Clothing,Online,4,45.58,182.32,4,Apr,2,Monday,False
2025-12-24,East,Clothing,Online,4,48.64,194.56,12,Dec,4,Wednesday,False
2025-10-17,North,Beauty,Online,2,26.42,52.84,10,Oct,4,Friday,False
2025-06-11,South,Electronics,Online,2,219.79,439.58,6,Jun,2,Wednesday,False
2025-01-13,West,Electronics,Online,7,252.63,1768.41,1,Jan,1,Monday,False
2025-08-03,South,Electronics,Online,6,244.65,1467.9,8,Aug,3,Sunday,True
2025-02-22,East,Electronics,Online,5,215.87,1079.35,2,Feb,1,Saturday,True
2025-02-22,East,Home & Kitchen,Online,1,91.03,91.03,2,Feb,1,Saturday,True
2025-02-01,South,Clothing,In-Store,6,39.54,237.24,2,Feb,1,Saturday,True
2025-06-09,South,Electronics,In-Store,4,242.82,971.28,6,Jun,2,Monday,False
2025-12-01,South,Home & Kitchen,Online,3,92.81,278.43,12,Dec,4,Monday,False
2025-01-12,East,Electronics,In-Store,2,284.67,569.34,1,Jan,1,Sunday,True
2025-12-27,West,Clothing,Online,1,47.45,47.45,12,Dec,4,Saturday,True
2025-06-03,South,Electronics,In-Store,7,270.83,1895.81,6,Jun,2,Tuesday,False
2025-09-21,North,Clothing,In-Store,5,55.01,275.05,9,Sep,3,Sunday,True
2025-05-01,North,Electronics,Online,2,243.83,487.66,5,May,2,Thursday,False
2025-04-10,South,Sports,Online,1,60.06,60.06,4,Apr,2,Thursday,False
2025-02-25,West,Home & Kitchen,Online,7,83.8,586.6,2,Feb,1,Tuesday,False
2025-11-12,East,Sports,In-Store,7,55.01,385.07,11,Nov,4,Wednesday,False
2025-08-23,North,Electronics,Online,3,307.58,922.74,8,Aug,3,Saturday,True
2025-10-08,South,Electronics,Online,3,276.91,830.73,10,Oct,4,Wednesday,False
2025-10-25,North,Clothing,In-Store,4,53.83,215.32,10,Oct,4,Saturday,True
2025-12-21,East,Electronics,Online,3,249.48,748.44,12,Dec,4,Sunday,True
2025-01-13,South,Home & Kitchen,Online,2,74.78,149.56,1,Jan,1,Monday,False
2025-11-25,South,Clothing,In-Store,1,52.58,52.58,11,Nov,4,Tuesday,False
2025-12-09,North,Electronics,Online,7,225.07,1575.49,12,Dec,4,Tuesday,False
2025-01-03,West,Beauty,Online,4,34.06,136.24,1,Jan,1,Friday,False
2025-03-06,West,Electronics,Online,5,263.34,1316.7,3,Mar,1,Thursday,False
2025-04-28,South,Clothing,Online,5,50.63,253.15,4,Apr,2,Monday,False
2025-01-13,North,Beauty,In-Store,1,26.99,26.99,1,Jan,1,Monday,False
2025-05-18,East,Clothing,Online,1,54.56,54.56,5,May,2,Sunday,True
2025-01-24,North,Clothing,In-Store,4,45.41,181.64,1,Jan,1,Friday,False
2025-11-17,West,Clothing,Online,1,47.63,47.63,11,Nov,4,Monday,False
2025-07-05,West,Electronics,Online,3,250.76,752.28,7,Jul,3,Saturday,True
2025-08-21,South,Electronics,Online,5,246.68,1233.4,8,Aug,3,Thursday,False
2025-02-24,South,Electronics,Online,4,212.64,850.56,2,Feb,1,Monday,False
2025-02-12,North,Home & Kitchen,In-Store,7,89.62,627.34,2,Feb,1,Wednesday,False
2025-06-09,East,Sports,Online,5,60.55,302.75,6,Jun,2,Monday,False
2025-05-12,West,Electronics,Online,2,272.83,545.66,5,May,2,Monday,False
2025-07-24,East,Electronics,In-Store,4,308.28,1233.12,7,Jul,3,Thursday,False
2025-04-29,North,Clothing,In-Store,3,55.58,166.74,4,Apr,2,Tuesday,False
2025-01-28,South,Clothing,Online,4,49.41,197.64,1,Jan,1,Tuesday,False
2025-01-26,North,Sports,Online,3,74.56,223.68,1,Jan,1,Sunday,True
2025-12-26,West,Clothing,In-Store,3,52.83,158.49,12,Dec,4,Friday,False
2025-06-24,West,Clothing,In-Store,1,54.27,54.27,6,Jun,2,Tuesday,False
2025-06-23,South,Home & Kitchen,In-Store,4,88.19,352.76,6,Jun,2,Monday,False
2025-09-05,South,Clothing,Online,2,42.6,85.2,9,Sep,3,Friday,False
2025-03-02,South,Home & Kitchen,Online,6,97.72,586.32,3,Mar,1,Sunday,True
2025-07-29,South,Clothing,Online,6,48.35,290.1,7,Jul,3,Tuesday,False
2025-01-06,North,Clothing,In-Store,4,53.44,213.76,1,Jan,1,Monday,False
2025-08-28,East,Sports,In-Store,4,66.82,267.28,8,Aug,3,Thursday,False
2025-06-18,West,Home & Kitchen,Online,3,99.4,298.2,6,Jun,2,Wednesday,False
2025-11-28,East,Clothing,In-Store,7,39.57,276.99,11,Nov,4,Friday,False
2025-06-03,South,Electronics,In-Store,3,248.0,744.0,6,Jun,2,Tuesday,False
2025-09-30,East,Clothing,In-Store,2,51.88,103.76,9,Sep,3,Tuesday,False
2025-05-21,South,Clothing,In-Store,7,42.43,297.01,5,May,2,Wednesday,False
2025-02-08,North,Electronics,Online,6,298.02,1788.12,2,Feb,1,Saturday,True
2025-02-13,North,Sports,In-Store,4,73.23,292.92,2,Feb,1,Thursday,False
2025-09-12,East,Electronics,In-Store,2,263.97,527.94,9,Sep,3,Friday,False
2025-04-01,South,Clothing,Online,3,54.35,163.05,4,Apr,2,Tuesday,False
2025-06-22,South,Beauty,Online,7,36.53,255.71,6,Jun,2,Sunday,True
2025-05-09,West,Clothing,Online,3,45.31,135.93,5,May,2,Friday,False
2025-04-27,South,Beauty,In-Store,3,28.81,86.43,4,Apr,2,Sunday,True
2025-01-17,South,Beauty,Online,5,29.8,149.0,1,Jan,1,Friday,False
2025-11-20,North,Electronics,Online,5,309.94,1549.7,11,Nov,4,Thursday,False
2025-12-09,South,Sports,In-Store,5,51.86,259.3,12,Dec,4,Tuesday,False
2025-10-05,South,Home & Kitchen,Online,4,86.61,346.44,10,Oct,4,Sunday,True
2025-05-19,West,Home & Kitchen,Online,2,94.87,189.74,5,May,2,Monday,False
2025-04-19,West,Clothing,In-Store,2,54.32,108.64,4,Apr,2,Saturday,True
2025-05-12,East,Clothing,Online,4,41.93,167.72,5,May,2,Monday,False
2025-02-10,West,Clothing,In-Store,4,49.7,198.8,2,Feb,1,Monday,False
2025-11-20,South,Beauty,Online,3,26.64,79.92,11,Nov,4,Thursday,False
2025-10-10,West,Electronics,In-Store,5,289.61,1448.05,10,Oct,4,Friday,False
2025-01-04,East,Clothing,Online,5,43.33,216.65,1,Jan,1,Saturday,True
2025-10-06,North,Electronics,Online,6,265.7,1594.2,10,Oct,4,Monday,False
2025-09-06,West,Clothing,Online,2,41.86,83.72,9,Sep,3,Saturday,True
2025-04-13,South,Electronics,Online,3,217.69,653.07,4,Apr,2,Sunday,True
2025-11-28,South,Home & Kitchen,Online,1,95.15,95.15,11,Nov,4,Friday,False
2025-12-09,South,Clothing,Online,1,42.8,42.8,12,Dec,4,Tuesday,False
2025-07-25,North,Clothing,In-Store,6,45.55,273.3,7,Jul,3,Friday,False
2025-01-16,West,Sports,Online,1,60.14,60.14,1,Jan,1,Thursday,False
2025-10-14,South,Home & Kitchen,Online,7,84.56,591.92,10,Oct,4,Tuesday,False
2025-05-19,West,Electronics,Online,4,307.42,1229.68,5,May,2,Monday,False
2025-04-21,North,Electronics,Online,1,263.89,263.89,4,Apr,2,Monday,False
2025-08-05,East,Clothing,In-Store,2,50.8,101.6,8,Aug,3,Tuesday,False
2025-04-06,East,Clothing,In-Store,7,40.5,283.5,4,Apr,2,Sunday,True
2025-05-06,North,Electronics,In-Store,5,226.72,1133.6,5,May,2,Tuesday,False
2025-03-11,South,Home & Kitchen,Online,1,90.44,90.44,3,Mar,1,Tuesday,False
2025-03-17,West,Home & Kitchen,In-Store,1,77.98,77.98,3,Mar,1,Monday,False
